sentiment,comment
positive,"Đẹp quá
"
positive,"Hỗ_trợ 4G giá tốt chỉ kết em Obi_MV1 , kiểu_dáng nhìn sang và hệ_điều_hành bảo_mật ngon hơn .
"
negative,"Ko có triển_vọng doanh_số bán rồi  
"
neutral,"Rất tốt nha bạn , hơi cấn ngón_cái chút vì có hai nút bấm gồ lên , xài lâu cũng quen , hơi nặng chút , nếu bạn xài Mac nên đầu_tư một con mighty để bàn , con này đem đi_lại , về kết_nối bluetooth thì cảm_giác lag hơn Magic_mouse , còn nếu dùng usb receiver thì rất ngon , battery thì mình dùng một tháng nay chưa hết , không_bao_giờ Off nguồn .
"
negative,"Thế_mà vẫn giữ bản 16GB được bác ạ ... Kì_cục
"
positive,"cái này sony_z_5p vs huawei_p_9 có làm rùi , samsung đúng là biết lắng_nghe ng tiêu_dùng . like cho a sam
"
positive,"Sướng bạn ah . Xài là ghiền  
"
negative,"﻿hj bác bán nhju thế, e cũng đang lăn_tăn thấy bảo pin yếu, mà lại pin liền k thay dc
"
positive,"Ở tầm giá đó mà có một chiếc điện_thoại đẹp như này thì quá tốt
"
negative,"﻿em dùng 1 tuần ở Mỹ mà thấy chán cái Aw luôn . ngoài chức_năng đo nhịp tim đếm calo vs số bước chạy thì 90% là a có_thể dùng trên đt với màn_hình to hơn và thông_tin chi_tiết hơn . Aw chỉ có_ích với 1 phần nhỏ những người có đặc_thù công_việc như anh Đắc chứ ko thể phổ_cập như 1 chiếc đt được . Thế nên e thấy tương_lai nó cũng cjir như smart_watch của các hãng khác , giới_thiệu hoành_tráng rồi chìm dần thôi .  
"
positive,"Con M185 mua hơn 100k đợt khuyến_mãi ở Nguyễn_Kim cách đây hơn 3 năm của mình vẫn còn tốt chán đây bác ạ = ) )  
"
positive,"Android tuyệt_vời , Samsung vô đối
"
negative,"Còn cái vụ up 4.0 của P-04D cho 102p , chẳng hiểu sao trên trang Docomo hướng_dẫn cho người dùng P-04D up lên bản có số build number là : 09.0270 Trong khi 102p up lên bản của P-04D thì build number : 09 . 0256 ( như trong hình ) Có cách nào up lên số build 09.0270 ko ? Vì bản này thì chức_năng giữ nút cảm_ứng home vẫn có tác_dụng . Nhiều khi nhét túi , lấy dt ra đã dính cái nút home này , thậm_chí ở trong túi dt úp mặt vào chân cũng bị  
"
positive,"tính_năng bảo_mật của máy hay quá . không biết dung mạng ở VN thì_có ổn không ?  
"
positive,"- Kệ đi bác = ) ) ) e hiện xài con S7_egde đây , rất ưng_ý : D
"
negative,"Thôi chia_tay Sky ... chạy nữa chừng chết cmn main luôn . . bó_tay sợ luôn  
"
positive,"Mình có điện_thoại Nokia_1280 đẻ nghe gọi và 1 máy bảng chạy khá nhanh để lướt web là tốt hơn vì không bị hại mắt !
"
positive,"Vn cũng cuồng aw chả kém gì http : / / genk.vn/do-choi-so/nguoi-vie ... ang-la-tinh-trang-chung-20150509171244829.chn Người_Việt cũng cuồng Apple_Watch , khan hàng là tình_trạng chung Mặc cho những dự_đoán không mấy khả_quan về doanh_số của mình , Apple_Watch đã liên_tục rơi vào tình_trạng cháy hàng trên toàn thế_giới . genk.vn  
"
positive,"bản_thân tôi đã dùng Z3 đến nay đang dùng Z5 vẫn ok . Nói_chung của bền tại người . Tôi khuyên bạn nên chọn Sony tuỳ theo điều_kiện Z3 hoặc Z5 là ok .
"
positive,"Cám_ơn bạn . mình làm đc rồi . Con này đẹp , nhìn rất sướng . Nhưng mình vẫn có cảm_giác đáp_ứng hơi chậm 1 chút thì_phải . không biết mọi ng có thấy thế ko .  
"
neutral,"Hiển_thị tên ngon_lành bạn ơi . cái quan_trọng là chạy ngoài đường có điện_thoại đến mình xem được ai gọi thế_mà màn_hình nó hiển_thị ngoài_trời kém quá .  
"
negative,"﻿Khong thi ́ ch phi ́ m chư ́ c_năng nă ̀ m trong ma ̀ n_hi ̀ nh cu ̉ a sony
"
positive,"Có phải iphone đâu mà soắn vụ nút home bác . E dùng s_2 2 năm rùi k vấn_đề gì nhé . Giờ chuyển sang j cũng k phải soắn  
"
positive,"dùng 510 thích lắm , ko thì con mx_anywhere là ổn  
"
negative,"Con này up lên 4.0,4 pin có ra_gì không mấy bác ơi , thấy pin yếu quá cũng hơi nản nhỉ , mà chụp ảnh cũng kém luôn fai ko  
"
positive,"cái hay của cây_bút samsung là không cần sạc mà vẫn xài dược mọi lúc mọi nơi , cái mà kẻ bắt_chước không_thể đu theo được , vẫn còn phải cắm cây_bút vào máy để sạc nhìn lặc lìa lặc lọi , sơ_sẩy là gãy hư cổng hư bút ngay .
"
neutral,"Vẫn đang xài ssd 128GB , chán thiệt ! Trúng số phát là quất ngay em này !  
"
negative,"Bỏ luôn 64GB cho nó dễ .
"
negative,"Ế chắc
"
neutral,"Có_lẽ bác ấy không quan_tâm đến chống xước làm_gì . Họ chỉ quan_tâm đến sự tiện_lợi mà AW mang đến trong thanh_toán tiền_bạc , lịch bay , thời_tiết . . v . v để thoải_mái hơn chớ không phải mua AW và cứ lo trầy_xước tào_lao .  
"
positive,"Trước_kia mình thường mang theo cuốn sổ_tay nhỏ để ghi_chép ý_tưởng , thông_tin khách_hàng , vẽ sơ_đồ , ... từ khi dùng máy Note của Samsung thì không cần nữa . Mình thấy dòng Note của Samsung phục_vụ rất tốt cho công_việc , cho những người thích sáng_tạo , và rất phù_hợp với xu_hướng phát_triển của thời_đại đòi_hỏi cao sự tương_tác về hình_ảnh và trải_nghiệm người dùng . Thực_sự đây là kỷ_nguyên của Samsung .
"
positive,"em thấy chất_lượng máy khá tốt , nếu_không tính hạn_chế về khóa mạng  
"
negative,"chưa có cách khắc_phục nhé mang đem đi bảo_hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bt ... . . thôi về cắm cái cục kia vô xài luôn cho lành . đồ rẻ rẻ thì ok đụng vô đát tí thì bị tè le  
"
positive,"Neu dung la nhu vay thi qua la vi dieu !
"
positive,"Thiết_kế của Apple là thiết_kế phẳng nên sẽ không có cong tràn viền mà là phẳng gần_như không có viền , giống như các mẫu tivi đời_mới hiện_nay để đem lại cái nhìn đã hơn là cong nhìn lởm không_thể tả nổi .
"
neutral,"mới mua con miband_1s , phải_chi con này ra sớm hơn nhỉ
"
neutral,"Chuyển qua TV_AW báo không đọc được chính_tả . Đã thử 1 ngày vẫn vậy , nên chuyển lại tiếng_anh .
"
positive,"Mình cũng mong là vậy ! Samsung bây_giờ thiết_kế đẹp thật , dòng note có nhiều tính_năng tuyệt_vời .
"
negative,"﻿Apple watch thực_sự mà nói mình sài thấy chỉ đón giản là xem giờ , coi noti , có tập thể_thao thì em nó hữu_ích ( nhưng cũng có nhiều loại khác đo chính_xác ko kém mà rẻ hơn ) . Và cái mình đánh_giá cao là sự thời_trang bởi dây của aw thay cực dễ , và khá đẹp . Tuy_nhiên không phải ko thất_vọng . Phần_cứng thất_vọng khá nhiều . Mình sài sport_space_gray . Màn_hình thì cực dễ trầy , không phải trầy to nhìn thấy được , mà nó có dăm dăm , chiếu đèn thì thấy không thì cũng khá khó thấy . Ngoài_ra cái màu space_gray nó ko phải mà trên iphone_6 , mình thấy nó giống với hồi ip_5 , và một vấn_đề khác xuất_hiện , đó là mình chả làm_gì , mà sơn nó cũng tự tróc lên , ko quá nhiều nhưng cũng 1 vài lổ nhỏ , trong góc của cái nút , tự hỏi tróc sao ko tróc ngoài bề_mặt , tróc trong hóc , không bị tác_động gì mà cũng tróc . Mình thì ko biết các màu khác thế_nào , space_gray đúng là đẹp , nhueng thật_sự ko bền . Với mình , 10tr mình mong có 1 sp tốt hơn là hiện_giờ . Chả hiểu apple gần đây sao chứ mình thấy làm_ăn sống_nhăn .  
"
positive,"Quá đẹp ! Dù biết ảnh có qua chỉnh_sửa nhưng phải nói là quá sắc nét .
"
negative,"Vãi cả quẩng cáo cho nhà sam . S2 có cửa đòi ngồi chung mâm các con khác . Huawei the best sw còn chưa lên_tiếng thì con sam kia nhìn đê_tiện .  
"
positive,"note_7 trên cả tuyệt_vời
"
negative,"﻿Note_5 của mình bị lỗi kẹt nút bấm ( giảm âm ) , sau đó đưa đi bảo_hành thì trung_tâm bảo_hành báo lỗi do bụi , họ mổ máy mình ra lau bụi ( nói bụi nhiều ) , 3 ngày_sau lại kẹt , một lúc thì lại bình_thường , sau đó lại kẹt , lần này thì kẹt cả hai nút tăng và giảm . Bắt_đầu thấy sợ Sam .
"
negative,"﻿Mặc_dù rất thích ip , đang dùng 5_lock và 6_plus đều 64gb nhưng vẫn thấy se quá tệ . Bình_cũ_rượu_mới , không ai mặc cái áo cùng kiểu_dáng 3-4 năm dù có thay_đổi chất_liệu hay nhìn vợ mặc cái váy ngủ cực đẹp cùng kiểu_dáng dù có thay_đổi chất_liệu gì đi_nữa . Cần thay_đổi vỏ , để tránh dễ nhàm_chán . Cũng_như mình dùng 5 và 6_plus , 6 tháng hoặc khi nào mình thấy chán cái ốp cũ thì mình có_thể thay cái ốp mới hợp hơn , màu sác hơn . Apple ra se là 1 sự thụt_lùi về chiến_lược phát_triển .
"
negative,"﻿nói thực là không có gì mới_mẻ cả . Nhàm_chán . Không tạo được đột_phá về ngoại_hình như samsung . cấu_hình thì lên thêm nữa cũng chỉ vậy thôi . chả để làm_gì . bắt_đầu_từ ip_6 trở đi thấy chán rồi . không muốn lên_đời máy tí nào cả .
"
negative,"Icon nhìn không tinh_tế , hơi thô . Quan_trọng nhất cái màn_hình chính lúc_nào cũng đập vào mắt mà màu_sắc icon nhợt_nhạt như máy china .
"
neutral,"Like bác . bản 2 này thêm cái màn_hình hiển_thị đồng_hồ thế_là quá ngon rồi . Ko cần nhiều chức_năng quá dẫn đến giá cao . khó mua lắm .  
"
positive,"Marathon_Mouse_M705 đi bác em đang xài con này , 1 viên AA mà xài đến hơn 1 năm  
"
negative,"﻿Thoi roi ra mau moi lien_tục the nay GALAXY_Y cua toi se bi rot gia roi
"
positive,"Quán nét cần gì đao_to_búa_lớn hả bạn . Mình xài amd_7790 gần 4 năm rồi giờ vẫn cân hết các game on . Quán net nếu ăn_chơi lắp 460 là 5 năm khỏi nghĩ  
"
neutral,"có chức_năng nghe gọi thì mua  
"
positive,"1 . Thanh_toán qua Apple_Pay tốt , bản_chất nó tự có NFC nên tốc_độ ko khác thanh_toán Apple_Pay trên phone . Thậm_chí vì lý_do bảo_mật , bạn phải add thẻ trên AW độc_lập với các thẻ trên i Phone ( hơi mất_công nhưng nó an_toàn ) 2 . Statbucks vẫn là barcode nên nhanh là chắc_chắn rồi 3 . Tính_năng sức_khoẻ mình ko đề_cập vì nó khá basic , thích cái nhắc mình nhấc mông khi ngồi lâu  
"
neutral,"Bữa rồi mình cũng coi AW tại Mong_Kok , mà giá tận 16000 HKD nên cũng không đủ sức_mua . Cảm_nhận chung là AW khá vừa tay , bóng_bảy , chưa mượt lắm , chưa có thời_gian sử_dụng nhiều nhưng cảm_giác đeo cũng khá ok . Mình thì chỉ đọc báo công_nghệ và báo thể_thao , thường thì những trang mình xem khá là vào_đề , không giật_tít nhiều lắm : 3 Nên chắc cũng ko sao
"
negative,"La ̣ i co ́ ca ̉ nă ́ m virus đang ngu ̉ đông trong â ́ y .
"
negative,"Mới nhờ ông Sếp hỏi dùm con F-04G này , giá 9man , mua xong chờ 6 tháng sau chính chủ mới unlock được . Giá này chát quá , đợi thời_gian nữa xem sao .  
"
positive,"Chờ Note_7 như chờ người_yêu lâu ngày không gặp . Đợi em về anh sẽ cưới em .
"
neutral,"ngón chờ review rồi làm 1 chiếc  
"
neutral,"CHắc bác chưa bao_giờ bước vào các fab của Samsung bên Hàn hay các fab của các hãng gia_công bán_dẫn toàn thế_giới nên mới comment vậy . Mỹ là đại_ca người quyết_định cho đám đàn_em phát_triển sẽ phát_triển như_thế_nào . Samsung hay hãng nào làm chip nhưng không làm được_cái máy để làm chip . CHỉ có đại_ca Mỹ , Hà_Lan , Đức , Nhật làm ra các máy đó thôi .  
"
neutral,"Tính ngày_mai ghé svhouse lấy con anywhere_2 này . mà các bạn nói nó nhỏ sử_dụng lâu không ổn . Mình toàn dùng Photoshop , AI thì_phải sao đây . mình dùng macbook , theo mọi người nên mua chuột game Logitech_G602 hay làm mua cái bản_vẽ Wacom_CTH-490 ? ? ? ? ? Chuột thì mua được dòng cao chứ bản vẻ chỉ mua được_cái cùi bắp nhất của Wacom thôi . Nản ! ! Giúp em với mọi người ơi .
"
positive,"mình xài thìthấy rất tốt , không gặp mấy lỗi như các bác kia nói nhưng có 1 cái là lúc đang xài 1 ứng_dụng nào_đó mà kéo thanh status bả xuống thì thanh đấy bị chớp_chớp ai biết các khắc_phục tư_vấn em với  
"
positive,"Giá thì mình chỉ kết con Obi và con cuối , cấu_hình cũng tốt nhất . Nhất_là con Obi nghe nhạc rất hay .
"
neutral,"Cùng câu_hỏi như bạn trên . Mình chưa rỏ cách đo giấc ngũ của Miband_2 . 1/Phải đeo nó khi đi ngũ phải ko ? Vậy có mở phần sleep và chỉnh thông_số trong phần edit sleep ko ? trên vòng Miband có hiện icon gì ko ? 2 / Hay cứ đeo rồi ngủ . Không thao_tác gì hết . Miband sẽ tự_động theo_dõi và sync vào DT sáng_mai mình chỉ cần mở dt xem ? Bạn nào sử_dụng thành_thạo phần sleep , vui_lòng hướng_dẫn . Thanks .
"
positive,": ) ) bạn xui hay_sao chứ nhà mình dùng con plasma hơn 10 năm nay còn phà phà . còn con smart_tv thì cũng hơn 3 năm rồi
"
positive,"Đã mấy năm nay chả ai mang camera của IP ra so với Note cả , vì Note đã vượt xa IP rồi .
"
negative,"em giống y bác luôn , chán bluetooth kinh_hồn , 1tr7 mà em không tưởng_tượng được độ chuối của bluetooth  
"
positive,"Quá ngon , oder về VN 500k là đẹp  
"
negative,"﻿Mình mua lg_v10 ở xtmobile đc 5 ngày. Chỉ thất_vọng đúng 1 thứ là gặp ánh_sáng ngoài_trời là màn_hình ứ thấy rõ, đang quay_phim, chụp ảnh manual mà không thấy để chỉnh, dù mình đã tăng độ sáng màn_hình max luôn. À, camera trước tự sướng thì quá aỏ, da mặt láng tưng dù mặt bị rỗ. Lừa tình dễ_dàng.
"
positive,"hầu_hết người dùng nokia chỉ phàn_nàn về hđh quá ít ứng_dụng chứ chất_lượng Nokia thì chưa ai phàn_nàn .
"
neutral,"500k cả ship tận nơi thì mua luôn không từ  
"
positive,"Mình thấy càng ngày Samsung làm ra những sản_phẩm đáng xem hơn . Cảm_nhận như_vậy ...
"
neutral,"Digital_touch chỉ có_khi người nhận cũng dùng Apple_watch
"
negative,"có 4 cái lỗ loa để phục_vụ cho 1 loa thì_có
"
positive,"Đang xài em M235 có 300k mà xài 3 năm rồi nó không hư mặc_dù rơi_rớt ầm_ầm , nói_chung hàng Logitech xài rất đã ) Nếu có điều_kiện thì cũng sắm  
"
positive,"Iphone đi chậm hơn nhưng có_thể làm tốt hơn những hãng khác ... Nhưng người dùng cũng bị cuốn_hút bởi những trải_nghiệm mới_lạ . Vậy bạn sẽ chọn mới_lạ tiên_phong hay hoàn_thiện hơn ?
"
negative,"Dòng này pin yếu mà tại mỏng . Thôi xài thêm cái sạc dự_phòng nữa_là ok ) )  
"
neutral,"Mọi người tư_vấn giúp mình giữa vidonn_x_6s , i5_plus và miband_2 thì nên chọn ai ? Mi_band ko hiển_thị đc tên người gọi và nội_dung tin_nhắn cũng bất_tiện
"
negative,"Thank ... . Có những người như bác thảm nào anh_em đam_mê công_nghệ ko được dùng với dung giá . Nhiều bạn mang về unlock + up room mà bán chưa đến 4M , bác ship về mà giá đó . Con 102p này bên đó nếu mua tính cả thuế chưa đến 2m , nhận ship về thì cùng lắm là ... . . ? ? ? 4,2 m thì quá đắt  
"
positive,"Ngon . Thay đồng_hồ !  
"
positive,"Sử_dụng bình_thường nhé . . samsung tuyệt_vời
"
negative,"Tránh xa mấy cái đt chính hãng Tq này ra . Đây ko phải là gia_công lắp_đặt tại TQ nữa mà là đồ TQ chính_hiệu
"
neutral,"Công_nhận nếu sử_dụng thiết_bị công_nghệ trong môi_trường mà dịch_vụ gần_như có sẵn thì nó tiện_lợi vô_cùng . Hi_vọng VN sẽ phổ_biến những loại_hình dịch_vụ như thẻ_tín_dụng , mua_sắm trực_tuyến , ... thì xài thiết_bị nào cũng tiện_lợi  
"
neutral,"Hình_như 4.4.4 hay bị vậy đó bạn . Bạn cứu tắt mở vài lần hoặc để chút_xíu nữa sẽ kết_noi lại được . Mình bị vậy hoài
"
negative,"Rồi chất_lượng ảnh có đi xuống ? LG thật_sự không phải là anh_tài trong lĩnh_vực máy_ảnh . Các đời điện_thoại LG mặt dù lúc mới ra_mắt được PR chức_năng chụp ảnh nhưng khi sử_dụng thực_tế mới thấy tệ . Cảm_biến LG chưa phải là đối_thủ xứng tầm của Sony
"
neutral,"Có bác nào trên tay e đời 2 chưa . Ko biết cái dây đeo có khá hơn cái đời 1 kô , và có lắp vừa đời 1 vào ko nhỉ  
"
negative,"﻿Kekeke ... mình thì không nghĩ thế đâu . . nhìn con 5s màu vàng thể_hiện sự sang_trọng , màu vàng hồng thì nữ_tính ... . màu tím ... chả hiểu để làm cái gì nữa ... ra để dễ phân_biệt với 6 hay 6s chắc ... apple thiết_kế ngày_một đi xuống ... được_cái mới là mỗi sản_phẩm thêm 1 màu cho dễ nhận_biết . . và tạo công_ăn_việc_làm cho các thím độ màu ở việt_nam ... .
"
neutral,"ad tinhte review xong mất trinh con chuột rồi bán lại cho em nửa giá nhé )  
"
neutral,"Tính mua mi_band mà lụm được em Nabu_X này giá rẻ , xài thấy rất đáng tiền , chất_liệu cao_su rất tốt , đeo vào nhìn cực chất , đo giấc_ngủ chuẩn_xác , rung mạnh , và rung cuộc_gọi đến khi mình bắt máy mới thôi , đèn thông_báo sáng rõ , pin cũng khá trâu .
"
positive,"con này nhìn thấy đẹp hơn con S7 của anh Sam mới ra .
"
negative,"﻿100% là cái này éo được ưa_chuộng ở vn từ tính_năng cho_đến ... mọi thứ . Tính_năng thì chúng_ta đã rõ , nó cũng_như nhiều sw khác chỉ hỗ_trợ tốt ở Mỹ vs một_số nước tư_bản giẫy chết khác . Về việc dùng , giang_hồ dồn tiền mua cái 6_Plus , phần_lớn đến đám đông để khoe . Dùng cái này thì khoe cái 6_plus , 6_s_plus thế quái nào được ? Không lẻ vừa nhìn đồng_hồ vừa móc điện_thoại nhìn ? ? ?  
"
positive,"Có ra hay không để người_ta biết còn mua a sam ơi , e khổ với a quá
"
neutral,"uhm thấy mượt phét ... . còn mình thôi rồi luôn  
"
neutral,"Ko biết chạy trên máy chạy thì_có đếm đc k nhỉ ? Chưa dùng bh = , =  
"
positive,"Samsung làm quá tốt phần cảm_ứng đó bạn , đấy là mình chưa nói các phím không bị tích vào trong màn_hình đấy !
"
negative,"﻿nếu cứ lồi và kiểu_dáng thế_này thì tui đành chờ iphone_8 thôi .
"
positive,"Mong là sắp tới anh_em mua Iphone xếp_hàng trật_tự không chen_lấn nhau , ai thấp đứng trước ai cao đứng sau : ) ) Về cái khoản xếp_hàng thì Samsung chưa thấy bao_giờ
"
neutral,"Bạn này fan cuồng xbox rồi . Kinect tốt nhưng chỉ dành cho số_ít games . Bán kèm xbox là ko cần_thiết  
"
positive,"hàng nhật thì khỏi phải bàn , quá đỉnh , bền đẹp , khủng . và giá cũng "" khủng ""  
"
positive,"Xem_ra ss cũng sáng_tạo tuyết đấy chứ . Cái sáng_tạo dựa trên cái người_ta đi trước ấy
"
positive,"đang dùng S5_Active xách chân từ Mỹ , hôm nọ cho vào cốc bia sống_nhăn .
"
neutral,"dòng sức_khỏe mà bác thêm mấy cái đó càng hại sức_khỏe  
"
positive,"Dong not . la . . ok minh dung 3doi not . ma qua ben . . cam_on . samsung not . .
"
negative,"Hảng này bung tiền ra mướn các nghệ sỹ , các cửa_hàng để quảng_cáo hoành_tráng làm cho chi_phí + sản_phẩm = giá cao để cho những gà công_nghệ tưởng rằng đây là hàng cao_cấp . Quá ảo_tưởng ! ! ! ! ! ! ! ! !
"
negative,"﻿Ban minh Đang dùng note_4 nhưng vẫn thích iphone hơn vì dòng ss dù là note_4 dùng vẫn cảm_thấy que que , đành tự vỗ_ngực là dân công_nghệ , mình chẳng hiểu dân công_nghệ gì mà máy thì lag , máy đang yên đag lành cứ đến 40% pin là sáng lên đến lúc bấm vào nút nguồn thì_thôi , còn quên thì sáng đến lúc hết luôn , đúng là hàng mã ss vậy_mà sao lắm anh cào bàn_phím trung_thành thế
"
positive,"Đt nhật hơi bị chất . luôn đi đầu về công_nghệ . Chiến multi hơi bị đỉnh . chỉ có_điều nó là hàng nội_địa + giá cao .  
"
neutral,"Nhái movado_bold nè
"
positive,"Dùng Note_4 ( brand new ) được 6 tháng , thật_sự rất hài_lòng về dòng Note .
"
negative,"Mới không ra mới , cũ không ra cũ , dở_dở_ương_ương chẳng cảm_nhận được gì từ sản_phẩm này  
"
negative,"﻿IPhone_4s với cái hệ_điều_hành xử_lý như con rùa . Không nâng_cấp theo yêu_cầu thì ứng_dụng tương_lai khỏi sử_dụng , ngoại_trừ nghe gọi .
"
negative,"Thật buồn cho các tín_đồ của IP ? ? ? ? ? ?
"
negative,"Vĩnh_biệt Oppo
"
positive,"Mình xài camera FX5 thấy ok lắm mà . Chụp hình rõ hơn nhưng chỉ có chụp được camera chín còn camera phía trước thì không có function .  
"
negative,"chuẩn ko có cửa so với note . và note năm nay sẽ phá ki lục doanh_số . note sẽ bắn đc bằng 1/10 ip7 nhỉ .
"
positive,"360 Total_Security là phần_mềm tốt của một công_ty ở China.Dữ liệu quét bảo_mật theo thời_gian_thực của Bitdefender hoặc Aviral.Còn nhiều chức_năng nữa mà phần_mềm miễn_phí khác không có . Đấy là lý_do Microsoft đưa phần_mềm này vào danh_sách khuyên dùng . Nếu bạn không có tiền mua bản_quyền những phần_mềm khác thì đây là lựa_chọn tốt nhât .
"
negative,"﻿Em này xách dép cho xiaomi thôi!!!
"
neutral,"Em hỏi bác DAC cái , không rõ bác có gặp tình_trạng như_thế_này không : Em chạy app Workout , chọn mục Đạp xe ngoài_trời . Em đạp xe gần 1h đồng_hồ nhưng cuối_cùng app Activity báo mục Exercises chỉ là 17 phút ( trên 30 ' đặt ra ) . Ngay cả Run outdoor cũng kiểu như_vậy , tập cả tiếng nhưng nó báo chỉ hơn chục phút . Thành_ra em không đạt được mục_tiêu đề ra ( 30' ) !
"
positive,"Zenfone_3 thay_đổi hoàn_toàn thiết_kế , trải_nghiệm người dùng cũng tốt hơn , camera quá bá , cầm mà phát thèm . Đang đợi bản 5.5inch về rồi múc
"
positive,"Mình thich phiên_bản 2 sim đó !
"
neutral,"Mỗi cái 1 nhiệm_vụ khác_nhau . SMW thì nó vẫn là đồng_hồ , đổi được mặt . Giá_trị nó ở chỗ đó  
"
positive,"Galaxy và Note đang lên_ngôi . Từ khi chuyển qua xài Samsung rất hài_lòng .
"
positive,"﻿Logitech pin trâu thôi rồi , mua 1 con B175 cùi mà cục_pin theo chuột 3 năm chưa phải thay ! ai chê thì chê chứ tôi thấy chuột Logitech xài hơi_bị thích !  
"
negative,"Sự suy_tàn của Apple ... nhìn thấy Nokia xuống đà thì Apple cũng đi theo thôi .
"
negative,"Một thất_bại của Apple ? Quả_thật nhìn thực_tế SE không được như 5S , nhìn nó dại dại sao ý , nhất_là màu vàng hồng !
"
negative,"Tôi thấy có_khi còn kém hơn cả em Z3 tôi đang xài : )
"
neutral,"Được , bạn không kết_nối bluetooth khoảng 1 tuần cũng được . Tuy_nhiên đừng để quá 1 tuần nhé Mua con khác thôi , Miband chỉ là vòng theo_dõi sức_khỏe giá rẻ thôi . Hình_như cũng có tin_đồn Xiaomi ra smart_watch mà chưa thấy .
"
negative,"﻿Trước nghe thấy iphone mình cũng thích lắm , nhưng không đủ tiền mua , iphone trước_kia hơn hẳn các dòng khác ở thiết_kế , cảm_ứng và màn_hình đẹp tốt . Nhưng đến thời_điểm iphone_5s , 6s không hiểu sao có tiền cũng không muốn nữa . Không nói đến những người_yêu công_nghệ họ mua về tìm_hiểu vọc_vạch nhé , còn đa_số mua về chẳng biết để làm_gì chỉ nghe với gọi giải_quyết khâu oai là chính bởi họ có tiền họ có quyền thể_hiện , con_người VN khác các nước khác là ở chỗ đó . Giờ ra đường rút iphone ra bình_thường quá , không bằng em V3 : D
"
negative,"Lại theo bác LG rồi ... thay_đổi vài cái lằng_nhằng hình_thức vẫn vậy chỉ khè được ifan thôi . số còn lại họ đi trước vài năm rồi ...
"
positive,"Ngon thật . Xiao ra thêm cái mặt hiển_thị đồng_hồ thì đúng là đẹp . giá mượt qá  
"
neutral,"Mình dùng note_3 . Đã đăng_nhập được tài_khoản xiaomi nhưng_mà khi kết_nối thì lại hiện ra là ko tìm thấy miband . Trong khi kết_nối với các máy khác đều được . Bluetooth của note_3 vẫn hoạt_động bình_thường . Mình phải làm_sao đây
"
negative,"﻿Máy mình dùng thỉnh_thoảng để trong ví , ví nhét cốp xe thì về máy nóng ran , cạn điện , ko hiểu do đâu , về để máy nguội , sạc lại thì lại bình_thường . Mà máy này con chơi điện_tử lâu là nóng , và hết điện nhanh , muốn sạc thì nó ko cho sạc báo nóng ko sạc được ( có hình độ C ) , nói_chung bất_tiện vì khoản sụt điện nhanh . Lại phải cất máy đi đợi nguội rồi sạc . Máy có tiếng_việt , 3G và wifi nhanh .  
"
positive,"Cái cảm_biến vân tay đặt ở vị_trí có duyên ghê
"
negative,"Nhìn cái camera lồi của SS ghét không chịu được , cạch mặt từ lúc em nó lồi lên đến giờ . Có ai như mình ko nhỉ ?
"
negative,"có ai mua con này dùng lúc rê nó bị đứt_quãng không , e dùng thấy bị khó_chịu quá , rê nó không được đều .  
"
positive,"Mua j_7 mà dùng , game nặng chơi được , chụp ảnh tốt , dùng lâu xuống_mã , chẳng có lý_do gì mà mua con này
"
negative,"Tại_sao lên 4.0 mà nghe nhạc loa lại bé hơn 2.3 nhỉ !  
"
positive,"thật_là một bước đột_phá
"
negative,"Nhìn như đồ_chơi con_nít
"
positive,"Note_7 wa tuyệt_vời .
"
neutral,"Quên nói về tầm phát_sóng Miband và các dòng khác mình nghĩ đều như_vậy . Lỡ để quên điện_thoại trên lầu , ngồi tầng trệt gõ lap thì vẫn rung ổn_định , biết ngay là có  
"
negative,"﻿Ip6 . Thiết_kế quá xấu , 2 cái vạch ăng ten nhìn kinh đc . Mầu thì mầu con_gái bede . Giắc cắm với loa thiết_kế ko đẹp so với s_6 . Nói_chung nhìn tổng_thể cái ip_6 của ip xấu thậm_tệ . xấu không_tưởng ( theo lời sam fan . ) Cuối_cùng sau 2 năm học_hỏi . A sam đã copy đx mẫu ip_6 của a táo . Lại thêm đc cái mầu hồng nam_tính ( fan sung bảo thế ) . Như kiểu thầy làm_gì trò làm Vậy . Mãi_mãi chậy theo ko thấy mệt nhỉ .
"
positive,"quá ngon < 3  
"
neutral,"bác cho nó rơi từ tầng 3 xuống thể_nào cũng đc mua con mới  
"
neutral,"Dùng có khó ko b ? Mình đang quan_tâm con này , thấy có_vẻ hơn miband 2  
"
positive,"Mình thích nhất camera . Quá tốt ... .  
"
neutral,"Đeo vòng mà ko coi giờ được là thiếu xót lớn của mi_band , chờ ver 2 .
"
negative,"﻿Khi i_Phone mà chỉ cải_tiến cấu_hình thì cũng_như smart phone Trung_Quốc
"
negative,"thất_bại thôi ! chuyển qua kinh_doanh món khác cho lành !
"
